# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.691061198711395264e-01 3.096485733985900879e-01 9.888359308242797852e-01
1.000000000000000000e+03 1.370924641378223896e-03 1.133901183493435383e-03 1.189338937401771545e-01
2.000000000000000000e+03 5.405845004133880138e-04 5.635447450913488865e-04 7.675173133611679077e-02
3.000000000000000000e+03 4.196109075564891100e-04 4.436531744431704283e-04 6.798764318227767944e-02
4.000000000000000000e+03 3.144386864732950926e-04 3.406160976737737656e-04 5.900128185749053955e-02
5.000000000000000000e+03 2.170740917790681124e-04 2.297457394888624549e-04 5.074648559093475342e-02
6.000000000000000000e+03 9.980065806303173304e-05 8.590030483901500702e-05 3.113496303558349609e-02
7.000000000000000000e+03 6.986315565882250667e-05 5.569921995629556477e-05 2.637150697410106659e-02
8.000000000000000000e+03 5.671834514942020178e-05 4.313924364396370947e-05 2.436577156186103821e-02
9.000000000000000000e+03 4.821506081498228014e-05 3.586856109905056655e-05 2.266092225909233093e-02
1.000000000000000000e+04 4.278665437595918775e-05 3.163092696922831237e-05 2.125641331076622009e-02
1.100000000000000000e+04 3.850899520330131054e-05 2.840009256033226848e-05 1.995108649134635925e-02
1.200000000000000000e+04 3.425214526941999793e-05 2.516264794394373894e-05 1.856989599764347076e-02
1.300000000000000000e+04 2.920766200986690819e-05 2.105608837155159563e-05 1.684746332466602325e-02
1.400000000000000000e+04 2.268568096042145044e-05 1.536720083095133305e-05 1.452383771538734436e-02
1.500000000000000000e+04 2.114438575517851859e-05 1.563730802445206791e-05 1.723484694957733154e-02
1.600000000000000000e+04 1.276889543078141287e-05 8.824708856991492212e-06 1.131052616983652115e-02
1.700000000000000000e+04 1.164546392828924581e-05 8.822694326227065176e-06 1.120083406567573547e-02
1.800000000000000000e+04 1.118845102610066533e-05 8.686539331392850727e-06 1.138319168239831924e-02
1.900000000000000000e+04 1.051336039381567389e-05 8.471344699501059949e-06 1.091087237000465393e-02
2.000000000000000000e+04 1.013147357298294082e-05 8.322226676682475954e-06 1.079659443348646164e-02
2.100000000000000000e+04 1.282468110730405897e-05 1.121269633586052805e-05 1.414419524371623993e-02
2.200000000000000000e+04 9.524716915620956570e-06 8.047812116274144500e-06 1.059598941355943680e-02
2.300000000000000000e+04 9.263620995625387877e-06 7.900872333266306669e-06 1.047960761934518814e-02
2.400000000000000000e+04 9.024493920151144266e-06 7.751877092232462019e-06 1.034912187606096268e-02
2.500000000000000000e+04 8.781885298958513886e-06 7.592391739308368415e-06 1.023003179579973221e-02
2.600000000000000000e+04 8.549460289941634983e-06 7.439800810971064493e-06 1.009798515588045120e-02
2.700000000000000000e+04 8.320366760017350316e-06 7.276677024492528290e-06 9.959448128938674927e-03
2.800000000000000000e+04 8.096459168882574886e-06 7.131393886083969846e-06 9.823619388043880463e-03
2.900000000000000000e+04 7.883520993345882744e-06 6.969969945203047246e-06 9.672246873378753662e-03
3.000000000000000000e+04 2.796064654830843210e-05 2.813344144669827074e-05 2.518238313496112823e-02
