# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.608990967273712158e-01 3.011318445205688477e-01 9.992923736572265625e-01
1.000000000000000000e+03 2.951125847175717354e-03 2.283391077071428299e-03 1.748797297477722168e-01
2.000000000000000000e+03 7.360022282227873802e-04 7.638123934157192707e-04 9.063866734504699707e-02
3.000000000000000000e+03 5.126069299876689911e-04 5.382802337408065796e-04 7.390755414962768555e-02
4.000000000000000000e+03 3.406217438168823719e-04 3.640178474597632885e-04 6.090078502893447876e-02
5.000000000000000000e+03 2.307511604158207774e-04 2.368437708355486393e-04 5.503871291875839233e-02
6.000000000000000000e+03 9.406945900991559029e-05 7.854522118577733636e-05 3.055696189403533936e-02
7.000000000000000000e+03 6.686965934932231903e-05 5.478567254613153636e-05 2.713619917631149292e-02
8.000000000000000000e+03 5.581368168350309134e-05 4.473805893212556839e-05 2.520912326872348785e-02
9.000000000000000000e+03 4.524976975517347455e-05 3.491553070489317179e-05 2.266247756779193878e-02
1.000000000000000000e+04 3.545280924299731851e-05 2.606061570986639708e-05 1.983943022787570953e-02
1.100000000000000000e+04 2.770610626612324268e-05 1.992503712244797498e-05 1.709062606096267700e-02
1.200000000000000000e+04 2.277434941788669676e-05 1.677515137998852879e-05 1.553673297166824341e-02
1.300000000000000000e+04 1.915063330670818686e-05 1.450706440664362162e-05 1.432517077773809433e-02
1.400000000000000000e+04 1.653562685532961041e-05 1.287519444304052740e-05 1.331236585974693298e-02
1.500000000000000000e+04 1.475079443480353802e-05 1.165958110505016521e-05 1.255069114267826080e-02
1.600000000000000000e+04 1.361610975436633453e-05 1.095032075681956485e-05 1.201329100877046585e-02
1.700000000000000000e+04 1.403272926836507395e-05 1.114936549129197374e-05 1.312653627246618271e-02
1.800000000000000000e+04 1.229727058671414852e-05 9.961891919374465942e-06 1.138483639806509018e-02
1.900000000000000000e+04 1.261672332475427538e-05 1.012480333884013817e-05 1.220100000500679016e-02
2.000000000000000000e+04 1.146484009950654581e-05 9.395937013323418796e-06 1.105534192174673080e-02
2.100000000000000000e+04 1.102726128010544926e-05 8.981275641417596489e-06 1.081262808293104172e-02
2.200000000000000000e+04 1.061027523974189535e-05 8.681876352056860924e-06 1.061906293034553528e-02
2.300000000000000000e+04 1.627620804356411099e-05 1.522419643151806667e-05 1.714354008436203003e-02
2.400000000000000000e+04 1.110280845750821754e-05 9.117969057115260512e-06 1.200253702700138092e-02
2.500000000000000000e+04 9.899486940412316471e-06 8.730840818316210061e-06 1.121423579752445221e-02
2.600000000000000000e+04 8.496028385707177222e-06 7.165935585362603888e-06 9.524628520011901855e-03
2.700000000000000000e+04 8.065571819315664470e-06 6.974987627472728491e-06 9.473521262407302856e-03
2.800000000000000000e+04 7.525630280724726617e-06 6.447202395065687597e-06 9.020931087434291840e-03
2.900000000000000000e+04 7.146532425394980237e-06 6.117410976003156975e-06 8.815321139991283417e-03
3.000000000000000000e+04 9.377026799484156072e-06 8.843771865940652788e-06 1.241041440516710281e-02
