# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.789863646030426025e-01 3.155691623687744141e-01 1.081401944160461426e+00
1.000000000000000000e+03 1.858417643234133720e-03 1.438389415852725506e-03 1.359826922416687012e-01
2.000000000000000000e+03 6.211084546521306038e-04 6.365377339534461498e-04 8.141520619392395020e-02
3.000000000000000000e+03 4.891713615506887436e-04 5.019015516154468060e-04 7.232733070850372314e-02
4.000000000000000000e+03 3.907797799911350012e-04 4.128821310587227345e-04 6.571331620216369629e-02
5.000000000000000000e+03 2.611181407701224089e-04 2.719452313613146544e-04 5.291571095585823059e-02
6.000000000000000000e+03 1.077202832675538957e-04 9.096432768274098635e-05 3.429946303367614746e-02
7.000000000000000000e+03 6.538141315104439855e-05 5.032348053646273911e-05 2.643195539712905884e-02
8.000000000000000000e+03 5.434995546238496900e-05 4.076401819474995136e-05 2.405824698507785797e-02
9.000000000000000000e+03 5.023568519391119480e-05 3.682857641251757741e-05 2.387716993689537048e-02
1.000000000000000000e+04 4.787942816619761288e-05 3.493076656013727188e-05 2.415599860250949860e-02
1.100000000000000000e+04 4.137125870329327881e-05 2.985506034747231752e-05 2.097045630216598511e-02
1.200000000000000000e+04 3.661526352516375482e-05 2.686558218556456268e-05 1.963888108730316162e-02
1.300000000000000000e+04 2.932728421001229435e-05 2.247213524242397398e-05 1.744570024311542511e-02
1.400000000000000000e+04 1.792146576917730272e-05 1.359558063995791599e-05 1.280795596539974213e-02
1.500000000000000000e+04 1.054603853845037520e-05 7.954533430165611207e-06 9.635914117097854614e-03
1.600000000000000000e+04 8.580467692809179425e-06 6.905098871357040480e-06 9.259980171918869019e-03
1.700000000000000000e+04 7.382639523711986840e-06 6.196340109454467893e-06 8.742015808820724487e-03
1.800000000000000000e+04 6.827758170402375981e-06 5.958128895144909620e-06 8.776574395596981049e-03
1.900000000000000000e+04 6.342274446069495752e-06 5.702687303710263222e-06 8.628692477941513062e-03
2.000000000000000000e+04 6.059338829800253734e-06 5.547905857383739203e-06 8.575828745961189270e-03
2.100000000000000000e+04 7.631896551174577326e-06 6.761068561900174245e-06 1.121222507208585739e-02
2.200000000000000000e+04 5.674822205037344247e-06 5.348462764231953770e-06 8.443764410912990570e-03
2.300000000000000000e+04 5.981018603051779792e-06 5.813743428007001057e-06 9.043775498867034912e-03
2.400000000000000000e+04 6.144679900899063796e-06 5.750461241404991597e-06 9.790337644517421722e-03
2.500000000000000000e+04 5.452067398437066004e-06 5.428169060905929655e-06 8.364262990653514862e-03
2.600000000000000000e+04 5.196554411668330431e-06 4.979980076313950121e-06 8.201760239899158478e-03
2.700000000000000000e+04 6.035339538357220590e-06 5.879337095393566415e-06 9.615183807909488678e-03
2.800000000000000000e+04 5.009213964513037354e-06 4.805344360647723079e-06 8.067952468991279602e-03
2.900000000000000000e+04 5.250694812275469303e-06 5.100797807244816795e-06 8.529851213097572327e-03
3.000000000000000000e+04 2.455444337101653218e-05 2.359427344345021993e-05 2.387114614248275757e-02
