# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.103436827659606934e-01 3.002786934375762939e-01 1.041218519210815430e+00
1.000000000000000000e+03 1.587110687978565693e-03 1.693329657427966595e-03 1.479831933975219727e-01
2.000000000000000000e+03 3.988570242654532194e-04 4.247315227985382080e-04 7.726800441741943359e-02
3.000000000000000000e+03 8.300726767629384995e-05 8.267228258773684502e-05 3.877596557140350342e-02
4.000000000000000000e+03 5.723351205233484507e-05 5.741503628087230027e-05 3.237098827958106995e-02
5.000000000000000000e+03 4.408833046909421682e-05 4.459466435946524143e-05 2.872692979872226715e-02
6.000000000000000000e+03 3.498551450320519507e-05 3.574346555978991091e-05 2.584611251950263977e-02
7.000000000000000000e+03 2.797878914861939847e-05 2.866128488676622510e-05 2.312856167554855347e-02
8.000000000000000000e+03 2.214734558947384357e-05 2.249600584036670625e-05 2.037424966692924500e-02
9.000000000000000000e+03 1.933492785610724241e-05 1.948121280292980373e-05 1.885122060775756836e-02
1.000000000000000000e+04 1.785021413525100797e-05 1.795134085114113986e-05 1.811404526233673096e-02
