# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.659506797790527344e-01 3.127865493297576904e-01 9.876300692558288574e-01
1.000000000000000000e+03 1.381189795210957527e-03 1.101722591556608677e-03 1.153877004981040955e-01
2.000000000000000000e+03 6.107976078055799007e-04 6.253867177292704582e-04 8.129709213972091675e-02
3.000000000000000000e+03 5.116470856592059135e-04 5.110512138344347477e-04 7.440119981765747070e-02
4.000000000000000000e+03 4.349139053374528885e-04 4.332021926529705524e-04 6.855730712413787842e-02
5.000000000000000000e+03 3.308927698526531458e-04 3.314116038382053375e-04 5.985739827156066895e-02
6.000000000000000000e+03 1.759779406711459160e-04 1.708710187813267112e-04 4.381847009062767029e-02
7.000000000000000000e+03 8.714543946553021669e-05 7.261728023877367377e-05 3.135262802243232727e-02
8.000000000000000000e+03 6.861328438390046358e-05 5.466928996611386538e-05 2.836800180375576019e-02
9.000000000000000000e+03 6.278228829614818096e-05 5.057434100308455527e-05 2.723002992570400238e-02
1.000000000000000000e+04 5.826921915286220610e-05 4.733126479550264776e-05 2.616147696971893311e-02
1.100000000000000000e+04 5.411442180047743022e-05 4.412811176734976470e-05 2.497800439596176147e-02
1.200000000000000000e+04 5.024630809202790260e-05 4.114651892450638115e-05 2.392168343067169189e-02
1.300000000000000000e+04 4.660876584239304066e-05 3.831335925497114658e-05 2.288427390158176422e-02
1.400000000000000000e+04 4.313488170737400651e-05 3.553233909769915044e-05 2.187275141477584839e-02
1.500000000000000000e+04 3.978060340159572661e-05 3.276906500104814768e-05 2.087638899683952332e-02
1.600000000000000000e+04 3.654495230875909328e-05 3.007761188200674951e-05 1.990222558379173279e-02
1.700000000000000000e+04 3.338656460982747376e-05 2.748989027168136090e-05 1.895090565085411072e-02
1.800000000000000000e+04 3.033718894585035741e-05 2.509709884179756045e-05 1.801864430308341980e-02
1.900000000000000000e+04 2.755433160928077996e-05 2.303761175426188856e-05 1.724272966384887695e-02
2.000000000000000000e+04 2.477628913766238838e-05 2.089507688651792705e-05 1.637704484164714813e-02
2.100000000000000000e+04 2.243878770968876779e-05 1.922616138472221792e-05 1.567846536636352539e-02
2.200000000000000000e+04 2.038587990682572126e-05 1.772838004399091005e-05 1.502855774015188217e-02
2.300000000000000000e+04 2.609938383102416992e-05 2.457709524605888873e-05 2.064408548176288605e-02
2.400000000000000000e+04 1.740489642543252558e-05 1.550536217109765857e-05 1.403023861348628998e-02
2.500000000000000000e+04 1.634366890357341617e-05 1.465901277697412297e-05 1.363799721002578735e-02
2.600000000000000000e+04 1.553590846015140414e-05 1.397333562636049464e-05 1.333029661327600479e-02
2.700000000000000000e+04 1.491071634518448263e-05 1.341730239801108837e-05 1.308582816272974014e-02
2.800000000000000000e+04 1.441758104192558676e-05 1.296652590099256486e-05 1.289145369082689285e-02
2.900000000000000000e+04 1.401233930664602667e-05 1.259540022147120908e-05 1.273369416594505310e-02
3.000000000000000000e+04 1.366744709230260924e-05 1.228034125233534724e-05 1.259633991867303848e-02
