# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.544178068637847900e-01 2.443677932024002075e-01 1.224786877632141113e+00
1.000000000000000000e+03 2.971279667690396309e-03 3.227466484531760216e-03 1.978961527347564697e-01
2.000000000000000000e+03 9.731723694130778313e-04 1.145064132288098335e-03 1.176224872469902039e-01
3.000000000000000000e+03 7.786373607814311981e-04 9.136967710219323635e-04 1.039445623755455017e-01
4.000000000000000000e+03 6.276408093981444836e-04 7.475664024241268635e-04 9.270668029785156250e-02
5.000000000000000000e+03 3.692031605169177055e-04 4.593874618876725435e-04 6.991377472877502441e-02
6.000000000000000000e+03 1.899092458188533783e-04 2.305952366441488266e-04 5.000632256269454956e-02
7.000000000000000000e+03 1.309517101617529988e-04 1.535312330815941095e-04 4.109287634491920471e-02
8.000000000000000000e+03 9.654893074184656143e-05 1.096448686439543962e-04 3.482588753104209900e-02
9.000000000000000000e+03 6.438815034925937653e-05 7.127594290068373084e-05 2.814556844532489777e-02
1.000000000000000000e+04 3.698209911817684770e-05 3.908067083102650940e-05 2.097908966243267059e-02
1.100000000000000000e+04 2.894110912166070193e-05 3.045631274289917201e-05 1.882471889257431030e-02
1.200000000000000000e+04 2.567568299127742648e-05 2.732580105657689273e-05 1.790760084986686707e-02
1.300000000000000000e+04 2.397378557361662388e-05 2.555800892878323793e-05 1.716436631977558136e-02
1.400000000000000000e+04 2.168461833207402378e-05 2.343187225051224232e-05 1.683077402412891388e-02
1.500000000000000000e+04 1.993217847484629601e-05 2.158455572498496622e-05 1.599944382905960083e-02
1.600000000000000000e+04 1.842587334976997226e-05 1.999273627006914467e-05 1.541627850383520126e-02
1.700000000000000000e+04 1.706811053736601025e-05 1.853703179222065955e-05 1.485732104629278183e-02
1.800000000000000000e+04 1.644901567487977445e-05 1.790078022168017924e-05 1.533419266343116760e-02
1.900000000000000000e+04 1.472859003115445375e-05 1.605292709427885711e-05 1.385676115751266479e-02
2.000000000000000000e+04 1.377516855427529663e-05 1.505996260675601661e-05 1.343316212296485901e-02
2.100000000000000000e+04 1.297543803957523778e-05 1.422880177415208891e-05 1.305085048079490662e-02
2.200000000000000000e+04 1.231777787324972451e-05 1.355443691863911226e-05 1.275868341326713562e-02
2.300000000000000000e+04 1.179159517050720751e-05 1.300568874285090715e-05 1.247104723006486893e-02
2.400000000000000000e+04 1.134862941398750991e-05 1.254402832273626700e-05 1.230259519070386887e-02
2.500000000000000000e+04 1.145179794548312202e-05 1.265959417651174590e-05 1.293797232210636139e-02
2.600000000000000000e+04 1.098532993637491018e-05 1.216209147969493642e-05 1.259902119636535645e-02
2.700000000000000000e+04 1.052404877555090934e-05 1.166072979685850441e-05 1.220434810966253281e-02
2.800000000000000000e+04 1.014478038996458054e-05 1.119604621635517105e-05 1.174859888851642609e-02
2.900000000000000000e+04 9.897187737806234509e-06 1.089810120902257040e-05 1.162413228303194046e-02
3.000000000000000000e+04 1.399843222316121683e-05 1.445606449124170467e-05 1.505093928426504135e-02
