# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.809145748615264893e-01 3.170827925205230713e-01 1.114181995391845703e+00
1.000000000000000000e+03 3.006051294505596161e-03 2.290026284754276276e-03 1.775809228420257568e-01
2.000000000000000000e+03 6.529127131216228008e-04 7.135496125556528568e-04 8.297834545373916626e-02
3.000000000000000000e+03 4.629822506103664637e-04 4.889136180281639099e-04 7.067270576953887939e-02
4.000000000000000000e+03 3.694539191201329231e-04 3.983328642789274454e-04 6.263004243373870850e-02
5.000000000000000000e+03 2.508861362002789974e-04 2.656120923347771168e-04 5.199886858463287354e-02
6.000000000000000000e+03 8.548345067538321018e-05 7.437046588165685534e-05 2.898023091256618500e-02
7.000000000000000000e+03 6.878033309476450086e-05 6.314297206699848175e-05 3.094878233969211578e-02
8.000000000000000000e+03 4.903513035969808698e-05 4.187311060377396643e-05 2.349285408854484558e-02
9.000000000000000000e+03 4.435090158949606121e-05 3.820942947641015053e-05 2.254223637282848358e-02
1.000000000000000000e+04 4.113047179998829961e-05 3.588716208469122648e-05 2.183914184570312500e-02
1.100000000000000000e+04 4.921288200421258807e-05 4.870891643804498017e-05 2.777150832116603851e-02
1.200000000000000000e+04 3.578247924451716244e-05 3.241656304453499615e-05 2.057831361889839172e-02
1.300000000000000000e+04 3.312512126285582781e-05 3.073457992286421359e-05 1.995626091957092285e-02
1.400000000000000000e+04 3.015057700395118445e-05 2.878923623939044774e-05 1.923742331564426422e-02
1.500000000000000000e+04 2.941998900496400893e-05 2.706839586608111858e-05 2.083825506269931793e-02
1.600000000000000000e+04 2.435131864331196994e-05 2.367087472521234304e-05 1.885248906910419464e-02
1.700000000000000000e+04 1.925317519635427743e-05 2.180934461648575962e-05 1.617226190865039825e-02
1.800000000000000000e+04 1.714990321488585323e-05 1.931648148456588387e-05 1.627578213810920715e-02
1.900000000000000000e+04 1.456106110708788037e-05 1.848304782470222563e-05 1.445007324218750000e-02
2.000000000000000000e+04 1.387610791425686330e-05 1.850510307122021914e-05 1.405317988246679306e-02
2.100000000000000000e+04 1.308749142481246963e-05 1.682631045696325600e-05 1.368772611021995544e-02
2.200000000000000000e+04 1.265590799448546022e-05 1.622837044124025851e-05 1.344459876418113708e-02
2.300000000000000000e+04 1.475705994380405173e-05 1.997375511564314365e-05 1.564115472137928009e-02
2.400000000000000000e+04 1.196947414427995682e-05 1.513589086243882775e-05 1.301471143960952759e-02
2.500000000000000000e+04 1.168037852039560676e-05 1.460716885048896074e-05 1.286436989903450012e-02
2.600000000000000000e+04 1.139098640123847872e-05 1.425925893272506073e-05 1.264624111354351044e-02
2.700000000000000000e+04 1.113225789595162496e-05 1.391752357449149713e-05 1.244617812335491180e-02
2.800000000000000000e+04 1.090445493900915608e-05 1.341728147963294759e-05 1.238549221307039261e-02
2.900000000000000000e+04 2.614798358990810812e-05 2.593064527900423855e-05 2.420785278081893921e-02
3.000000000000000000e+04 1.045229510054923594e-05 1.288016665057512000e-05 1.200318615883588791e-02
